Dist(mi)	SpdLim(mph)	Grade(%)	Curve(Doc)	Catenary(Y/N)
0.0	60.0	0.0	0.0	0
0.3090301667239435	60.0	0.27426126484186125	0.0	0
0.6197032461390245	60.0	0.8006821569458613	0.246604615	0
0.9301917801690813	60.0	0.9806841810443534	0.624543137	0
1.2408772801690813	60.0	1.4634503574680002	0.260235897	0
1.5500292445567672	60.0	1.0030858995712635	0.889268302	0
1.8607122604397834	60.0	1.2216026194707676	0.563477915	0
2.1713977604397834	60.0	0.6205920049120001	0.004364248	0
2.4820832604397833	60.0	0.4488025300000001	5.75e-05	0
2.7927687604397833	60.0	-0.7897959960000001	9.1e-05	0
3.1034542604397832	60.0	-0.021996999200000002	6.82e-05	0
3.414139760439783	60.0	0.5148032912000001	7.53e-05	0
3.724825260439783	60.0	-1.5465967176000002	7.46e-05	0
4.0355107604397835	60.0	-1.2490591912480002	0.312291108	0
4.346063900525372	60.0	-1.2513850186760962	0.571791396	0
4.656349855616968	60.0	-0.9381494468098165	0.856943482	0
4.966289096005323	60.0	-0.9493143282977328	0.878608203	0
5.276921784751977	60.0	-0.6188522103516467	0.43764221	0
5.587004554136332	60.0	-0.08128360571390737	0.20663006	0
5.897290509227928	60.0	0.15052267633144403	0.066656233	0
6.206640065368291	60.0	-0.08097388414530933	1.122424196	0
6.517325565368291	60.0	-0.02594582249600001	0.260322216	0
6.828011065368291	60.0	0.358605211844	0.000118451	0
7.138696565368291	60.0	0.8206585916320002	0.051331628	0
7.449204346613621	60.0	0.0007450747498439643	0.467191074	0
7.759885504162389	60.0	0.7140917243360106	0.279133935	0
8.070010522487284	60.0	0.5688661053962075	0.606545621	0
8.380696022487284	60.0	0.168616999452	0.332204533	0
8.691239226104937	60.0	0.19419972982091074	0.211705709	0
9.00191789953672	60.0	0.7918356922361961	0.595883401	0
9.311958419918396	60.0	-0.07921268298290231	0.955432596	0
9.622549466493291	60.0	0.8437677293185536	0.37082206	0
9.933234966493291	60.0	1.3464413950240002	0.150939796	0
10.243261189003986	60.0	1.0194084629026747	0.820952723	0
10.553465756052084	60.0	1.0141711382419654	1.465934002	0
10.863170105029374	60.0	0.09358863874723085	1.274321696	0
11.17385497924664	60.0	-0.6955970588206519	0.391008566	0
11.48454047924664	60.0	-0.7265478018920001	0.037549957	0
11.795150791988624	60.0	1.018020150693296	0.681388293	0
12.105396356473928	60.0	-0.6629925060383907	1.004747777	0
12.4151000986203	60.0	-1.2536172408717026	1.152372284	0
12.72576944235293	60.0	-1.3738883059625198	1.176950726	0
13.034679062978599	60.0	-0.5654052719030761	0.978927063	0
13.345364562978599	60.0	1.0331887739799999	0.581563545	0
13.656050062978599	60.0	0.5544082264160001	0.000186964	0
13.966735562978599	60.0	-0.024195526036000004	0.000101681	0
14.277421062978599	60.0	0.068456819112	0.205836798	0
14.587556036785383	60.0	0.06174593484106568	0.852340386	0
14.897962538037392	55.82767232714957	-0.3222912083039609	1.83342399	0
15.207162345444457	59.382994833077454	-0.01491211692445947	1.620457923	0
15.516926976977862	50.71409245464469	0.9252116867966941	2.221798326	0
15.825801175231208	52.84157671381652	0.950864332673116	2.046493717	0
16.13647734559419	60.0	1.0866356001570427	0.645541916	0
16.445705104070814	60.0	0.9987329053880096	0.293349903	0
16.755736294815474	60.0	0.7155063567589907	0.077424136	0
17.06591786007617	60.0	0.6706976105374431	1.270463723	0
17.376344878998598	59.172719345524904	0.9943753624743309	1.631995267	0
17.682930578173703	47.95657781259217	1.139316423424409	2.484652073	0
17.993381812483232	60.0	-0.2891055760987804	1.485493234	0
18.304067312483234	60.0	-0.6239191427480001	0.070019483	0
18.61475095414898	60.0	-1.1493020342027513	0.579658927	0
18.924674038332103	60.0	-1.048766261564065	1.225903552	0
19.23338917710481	60.0	-0.7200142068422685	1.398691127	0
19.544074051322077	60.0	-0.5305980512519696	0.990979666	0
19.85410027383277	60.0	-1.0478661782215215	1.037597324	0
20.162687395142306	58.3965535768206	-0.7768152882360769	1.675666231	0
20.473368552691074	60.0	-1.019666849192129	0.876089579	0
20.784054052691072	60.0	-0.42361002063600006	0.222499531	0
21.093569513832104	60.0	0.07888468234361591	1.039998519	0
21.40425004559814	60.0	0.4221187165016833	1.193473365	0
21.7128228879885	60.0	-2.0945458067765066	1.430112913	0
22.02279070522915	54.88735294650292	2.495830886690478	1.896781819	1
22.33344015707409	60.0	1.2062210044313217	0.360975821	0
22.64133073913956	57.033566912208784	0.8343054473479133	1.75671328	0
22.951856553938327	60.0	0.2665054902054148	1.304500313	0
23.262542053938326	60.0	0.985854610004	0.055787591	0
23.573227553938327	60.0	-0.5257998380800001	3.68e-06	0
23.883913053938326	60.0	-0.5763998622800001	3.13e-06	0
24.194598553938327	60.0	-0.05661116168400001	0.313382689	0
24.50443526283003	60.0	-0.018257440893728164	0.888619484	0
24.815110826362094	60.0	1.1110646193776579	0.65068133	0
25.12562979557869	60.0	0.5012245551172125	0.735755085	0
25.43589711028593	60.0	-1.4116120870178768	0.812183085	0
25.74658261028593	60.0	-1.358019045152	0.185930792	0
26.057210937629534	60.0	-1.2408295388403592	0.404592632	0
26.36732353536951	54.45595935269769	-0.5543927092240736	1.926953011	0
26.674224262495848	54.94461277448942	0.10555584970061407	1.892830465	0
26.983147555271906	60.0	-0.30568261218642034	1.148587939	0
27.288548291872186	56.79868038851627	2.383147722212771	1.771272825	1
27.59263297656266	60.0	1.0392849109660036	0.733871199	0
27.90331350832869	60.0	1.18228511086494	0.069687085	0
28.20994767624377	54.66499083304489	1.015888707413574	1.912244375	0
28.520632550461034	60.0	0.7791759441363457	0.958510947	0
28.831318050461036	60.0	0.796414279452	0.000325033	0
29.142003550461034	60.0	0.645009724216	0.009311414	0
29.452679720824015	60.0	0.05547238362935873	0.510713469	0
29.76275689619167	60.0	0.38437209839278674	0.720034716	0
30.07344239619167	60.0	1.1205626345760002	0.217331604	0
30.38412789619167	60.0	1.344207165356	0.000162349	0
30.69481339619167	60.0	0.88660749606	0.000169365	0
31.00549889619167	60.0	-0.338138026688	0.115044848	0
31.31571650960742	59.13860249017555	0.12477030272787508	1.633878795	0
31.62268620419234	50.98693832204535	0.6645064413759106	2.198082978	0
31.93337170419234	60.0	0.589835290924	0.655347521	0
32.24405720419234	60.0	-0.06379879880000001	2.73e-05	0
32.55474270419234	60.0	-0.802866298652	0.003038667	0
32.86542137762412	60.0	-1.1896832542797595	0.562350678	0
33.17496977702049	60.0	-0.9195546632336123	1.131661902	0
33.485642856435575	60.0	0.1441927627322786	0.577000299	0
33.79632835643557	60.0	0.781385288992	0.008756568	0
34.10701385643558	60.0	1.060400053108	2.07e-07	0
34.41769935643558	60.0	-0.0040879487440000015	0.607092074	0
34.72505181387879	58.91078470046686	0.9775578582478615	1.646540191	0
35.035726125845386	60.0	0.8616242867054282	1.031702128	0
35.346411625845384	60.0	0.161034757004	0.009880841	0
35.65709712584539	60.0	0.6227185563720001	0.752693963	0
35.9642128524951	58.40015312235374	0.2562171131483116	1.675459675	0
36.2748983524951	60.0	-0.235245337756	0.903515051	0
36.585583852495105	60.0	-0.270599993312	1.52e-07	0
36.8962693524951	60.0	-0.882199993312	1.52e-07	0
37.2069548524951	60.0	-0.401808764456	0.817982626	0
37.513587768844715	51.51979991863015	0.10364167040675472	2.152849229	0
37.82418069276782	60.0	0.5388697433446623	1.343790241	0
38.13486619276782	60.0	-0.191989378768	0.036605028	0
38.445551692767815	60.0	-0.38939999062800007	2.13e-07	0
38.75623719276781	60.0	-0.44748347833200003	0.129920947	0
39.06657969473307	60.0	0.04265842059978195	0.468956947	0
39.37726456895034	60.0	-0.2841509595138539	0.342037344	0
39.687950068950336	60.0	-1.220849334276	0.003424221	0
39.998635568950334	60.0	-0.048393457464000006	0.000148694	0
40.30932106895034	60.0	0.7392059918320001	0.000136678	0
40.62000656895034	60.0	1.2175023648040002	0.870507791	0
40.92692345234404	58.207861073592625	1.0585481775917143	1.686547859	0
41.237607094009796	60.0	0.15392359249857035	0.798247316	0
41.548292594009794	60.0	-0.124956963956	0.460069001	0
41.857873912709685	60.0	-1.2345702615920249	1.04501904	0
42.16845005458268	60.0	-1.1864258589140602	1.445775964	0
42.478626025826664	60.0	-0.5661461978975892	0.555053253	0
42.78689315095099	50.88816773145854	1.3720154569452763	2.206623928	0
43.093365756316636	44.753572572793104	1.5060532440221632	2.853031271	0
43.40404814641691	60.0	0.3475683176117483	0.049200868	0
43.71305656291892	60.0	0.937842092138844	1.206046866	0
44.02374206291893	60.0	0.702293243256	0.311209574	0
44.334427562918926	60.0	-0.594073368372	0.898332537	0
44.64316754286148	60.0	-1.235648435458349	1.200454198	0
44.953853042861475	60.0	-1.219036827052	0.294617567	0
45.26453854286147	60.0	-0.9165862164360001	0.168495081	0
45.575168121770545	60.0	-0.6304700805830284	0.223753896	0
45.885836213999845	60.0	-0.2998163317032372	0.136381893	0
46.19652171399984	60.0	0.744970231896	0.081142134	0
46.50720721399984	60.0	0.853873871708	0.056224857	0
46.817738622815305	60.0	0.7171281468203755	1.090824464	0
47.12745292721235	60.0	-0.6688788140379702	1.249635547	0
47.438119786828	60.0	-0.7078495925854658	1.06353828	0
47.7478937290466	60.0	-1.3931162059655884	1.435375655	0
48.057439018543256	60.0	1.7161255415363046	0.361039417	0
48.36757522490155	60.0	1.3578360363131472	0.406067859	0
48.67826072490155	60.0	1.3567661800000002	0.1855945	0
48.988946224901554	60.0	0.913004847612	0.000109673	0
49.29963172490155	60.0	0.2508000021472	4.88e-08	0
49.61031722490155	60.0	0.9306202742320002	0.000460778	0
49.92100272490155	60.0	-0.31378711579600005	0.518474641	0
50.230160264354126	60.0	0.4240628561016328	0.844546741	0
50.540845764354124	60.0	-0.5424153411599999	0.32237861	0
50.85153126435412	60.0	0.23760006292	1.43e-06	0
51.16221676435413	60.0	0.13880240959200002	0.804600218	0
51.47022229850116	60.0	0.6430457952004619	1.249387992	0
51.78090779850117	60.0	-0.47899614276800007	0.063724028	0
52.08949802971042	60.0	-0.3696376373498823	1.264326774	0
52.400179187259184	60.0	-0.2555976772011919	0.891055529	0
52.71086468725918	60.0	-0.384756472188	0.005534723	0
53.02155018725918	60.0	-0.6797997434799999	5.83e-06	0
53.332235687259185	60.0	-0.358599986052	3.17e-07	0
53.642921187259184	60.0	-0.63359979232	4.72e-06	0
53.95360668725918	60.0	0.07920030491999999	6.93e-06	0
54.26429218725918	60.0	-0.04042052669600001	0.031351666	0
